blockId,zone,blockType,siteQuality,agroZone,soilClass,slopeClass,areaHa,plantingYear,rotationAge,firstThinningYear,secondThinningYear,finalHarvestYear,treesPerHa,avgDBH_cm,avgHeight_m,stocking_m3_per_ha,heartwoodShare_pct,riskIndex,roadDistance_km,marketDistance_km,nextOperationType,nextOperationYear,priorityScore
705,Zone-4,Boundary,Excellent,High Rainfall,Loam,Moderate,13.18,2011,29,2020,2025,2040,625,26.7,16.0,112.61,25.8,56.8,6.25,38.0,FinalHarvest,2040,85.8
706,Zone-2,Block,Poor,Medium Rainfall,Laterite,Steep,4.92,1997,21,2006,2009,2018,1111,31.8,28.2,88.24,59.2,45.8,2.26,22.39,FinalHarvestOverdue,2025,98.8
707,Zone-3,Boundary,Good,High Rainfall,Laterite,Flat,17.43,2014,25,2022,2028,2039,625,19.6,20.1,137.33,24.9,65.6,12.24,16.78,SecondThinning,2028,100.0
708,Zone-5,Block,Excellent,High Rainfall,Clay,Gentle,23.39,2010,29,2019,2023,2039,1111,21.3,16.8,167.4,32.5,53.5,8.56,34.52,FinalHarvest,2039,86.1
709,Zone-4,Estate,Excellent,Low Rainfall,Laterite,Moderate,16.5,1999,32,2008,2011,2031,1600,29.2,28.6,275.59,49.9,51.2,6.5,64.32,FinalHarvest,2031,92.4
710,Zone-3,Farmer,Medium,High Rainfall,Laterite,Moderate,3.56,2002,21,2011,2017,2023,625,36.9,31.4,82.5,50.5,63.4,7.86,76.98,FinalHarvestOverdue,2025,100.0
711,Zone-4,Farmer,Good,High Rainfall,Laterite,Flat,3.43,2015,27,2024,2031,2042,816,13.5,9.7,8.98,19.7,66.4,1.57,78.29,SecondThinning,2031,97.5
712,Zone-4,Farmer,Medium,High Rainfall,Clay,Gentle,14.48,2009,21,2018,2025,2030,625,25.6,16.1,119.36,32.3,48.7,0.53,62.91,FinalHarvest,2030,94.3
713,Zone-1,Boundary,Good,Medium Rainfall,Loam,Gentle,8.71,2002,29,2011,2016,2031,625,29.0,31.7,160.14,43.6,58.1,18.66,15.52,FinalHarvest,2031,95.0
714,Zone-4,Block,Excellent,Medium Rainfall,Sandy,Flat,22.91,2011,30,2018,2027,2041,1111,28.0,21.7,278.4,31.7,49.8,10.82,26.2,SecondThinning,2027,97.0
715,Zone-3,Estate,Poor,High Rainfall,Sandy,Flat,13.76,2020,22,2027,2036,2042,1111,8.1,8.0,17.83,12.5,63.0,8.68,25.76,FirstThinning,2027,99.8
716,Zone-4,Farmer,Good,Low Rainfall,Loam,Moderate,11.9,2019,28,2026,2034,2047,625,12.4,11.7,34.53,10.9,40.3,6.52,16.29,FirstThinning,2026,96.9
717,Zone-2,Boundary,Excellent,High Rainfall,Loam,Moderate,22.44,2017,34,2025,2030,2051,625,16.2,9.2,66.89,12.8,40.8,12.08,68.35,SecondThinning,2030,90.6
718,Zone-2,Boundary,Poor,Medium Rainfall,Clay,Gentle,16.8,2001,20,2009,2016,2021,625,44.8,22.8,343.2,52.2,63.2,0.64,70.82,FinalHarvestOverdue,2025,100.0
719,Zone-4,Estate,Excellent,Low Rainfall,Laterite,Gentle,10.13,2009,32,2019,2022,2041,1600,25.7,18.7,97.37,28.2,69.1,10.18,48.37,FinalHarvest,2041,86.0
720,Zone-5,Estate,Medium,Low Rainfall,Sandy,Steep,18.78,2006,25,2015,2021,2031,1600,20.1,14.7,110.98,38.1,54.3,10.22,75.87,FinalHarvest,2031,92.9
721,Zone-1,Estate,Excellent,Medium Rainfall,Laterite,Flat,9.51,2004,26,2014,2018,2030,1600,45.0,21.0,179.74,43.4,51.7,9.48,76.35,FinalHarvest,2030,95.9
722,Zone-3,Boundary,Poor,Low Rainfall,Loam,Gentle,14.55,1999,22,2007,2012,2021,625,38.9,29.1,329.41,47.6,64.1,17.34,54.57,FinalHarvestOverdue,2025,100.0
723,Zone-3,Block,Medium,Medium Rainfall,Loam,Gentle,23.47,1999,25,2007,2013,2024,1600,40.7,20.4,389.73,49.0,52.1,7.53,68.11,FinalHarvestOverdue,2025,98.4
724,Zone-5,Boundary,Poor,Low Rainfall,Clay,Flat,22.33,1996,19,2006,2008,2015,625,35.8,29.2,466.86,60.2,45.1,2.09,31.15,FinalHarvestOverdue,2025,99.4
725,Zone-2,Estate,Excellent,Low Rainfall,Sandy,Steep,12.15,2008,33,2018,2021,2041,1600,21.1,17.8,91.27,38.0,43.8,13.16,32.42,FinalHarvest,2041,80.6
726,Zone-5,Estate,Excellent,Medium Rainfall,Loam,Gentle,6.26,1999,27,2007,2011,2026,1600,39.3,23.4,115.14,53.2,47.5,5.09,59.75,FinalHarvest,2026,98.7
727,Zone-3,Boundary,Excellent,High Rainfall,Clay,Gentle,8.87,2006,35,2014,2022,2041,625,25.4,20.8,93.72,40.5,64.0,12.67,64.56,FinalHarvest,2041,83.8
728,Zone-2,Estate,Medium,High Rainfall,Sandy,Gentle,4.89,2005,20,2015,2020,2025,1111,19.9,21.0,40.87,44.7,52.2,19.85,38.99,FinalHarvestOverdue,2025,100.0
729,Zone-3,Block,Poor,High Rainfall,Clay,Moderate,9.09,2000,20,2009,2015,2020,1111,38.3,28.0,194.96,48.4,55.6,1.36,32.41,FinalHarvestOverdue,2025,100.0
730,Zone-1,Farmer,Poor,Low Rainfall,Laterite,Flat,3.89,2017,20,2025,2031,2037,816,13.6,11.3,11.96,20.4,69.0,19.44,18.7,SecondThinning,2031,97.8
731,Zone-5,Farmer,Medium,High Rainfall,Loam,Flat,5.77,2018,22,2026,2034,2040,625,14.2,12.8,20.98,12.6,46.9,18.95,44.82,FirstThinning,2026,97.6
732,Zone-3,Farmer,Poor,High Rainfall,Loam,Gentle,21.24,2019,19,2029,2032,2038,816,10.4,13.8,60.97,11.0,51.7,10.48,36.59,FirstThinning,2029,96.7
733,Zone-4,Block,Good,Low Rainfall,Clay,Flat,2.8,2017,30,2026,2030,2047,1600,10.5,10.5,6.17,12.4,64.7,15.32,65.52,FirstThinning,2026,100.0
734,Zone-2,Block,Medium,High Rainfall,Laterite,Steep,15.19,2002,22,2009,2015,2024,1111,27.8,24.8,209.45,48.3,57.6,13.48,20.44,FinalHarvestOverdue,2025,100.0
735,Zone-2,Boundary,Good,Low Rainfall,Sandy,Moderate,13.58,2019,29,2027,2034,2048,625,12.4,8.7,29.3,14.4,53.6,1.5,78.42,FirstThinning,2027,98.1
736,Zone-3,Boundary,Poor,Medium Rainfall,Clay,Flat,16.05,2008,22,2016,2023,2030,625,25.6,15.8,129.84,30.0,69.9,12.11,49.93,FinalHarvest,2030,98.2
737,Zone-3,Farmer,Excellent,High Rainfall,Laterite,Steep,2.36,1998,29,2007,2012,2027,625,35.2,25.0,41.54,57.4,69.5,1.75,12.58,FinalHarvest,2027,100.0
738,Zone-4,Farmer,Excellent,Low Rainfall,Laterite,Moderate,3.5,2019,32,2029,2035,2051,625,17.0,12.0,14.28,10.0,43.2,16.78,53.2,FirstThinning,2029,92.8
739,Zone-1,Estate,Poor,Low Rainfall,Clay,Steep,20.57,2017,18,2026,2032,2035,1111,14.6,11.1,66.67,20.4,64.4,12.6,63.32,FirstThinning,2026,100.0
740,Zone-1,Farmer,Medium,Low Rainfall,Clay,Flat,8.01,2008,20,2018,2022,2028,816,26.2,16.8,70.51,38.7,47.5,8.98,8.58,FinalHarvest,2028,96.5
741,Zone-4,Boundary,Medium,Low Rainfall,Clay,Steep,19.08,2019,21,2029,2031,2040,625,12.7,11.7,56.7,14.4,65.1,4.63,67.15,FirstThinning,2029,98.6
742,Zone-1,Estate,Excellent,Medium Rainfall,Laterite,Gentle,19.16,2001,29,2011,2015,2030,1111,41.1,30.7,483.51,50.5,68.8,6.52,13.36,FinalHarvest,2030,98.2
743,Zone-5,Boundary,Good,High Rainfall,Loam,Steep,15.84,1997,25,2004,2009,2022,625,39.2,31.0,384.98,57.6,65.6,3.0,30.51,FinalHarvestOverdue,2025,100.0
744,Zone-3,Block,Medium,Medium Rainfall,Sandy,Moderate,15.72,1997,22,2005,2012,2019,1600,29.9,21.9,205.87,60.9,40.8,4.57,57.13,FinalHarvestOverdue,2025,97.4
745,Zone-2,Farmer,Medium,Medium Rainfall,Loam,Gentle,1.3,2002,20,2012,2017,2022,816,36.1,32.0,30.04,42.9,45.6,10.42,34.97,FinalHarvestOverdue,2025,99.1
746,Zone-5,Block,Good,High Rainfall,Clay,Moderate,11.35,2006,25,2015,2022,2031,1111,18.8,19.5,83.22,36.2,64.8,14.08,64.67,FinalHarvest,2031,98.0
747,Zone-5,Farmer,Poor,High Rainfall,Laterite,Moderate,3.52,2014,19,2023,2030,2033,1111,22.7,18.6,29.72,17.5,58.6,9.99,37.71,SecondThinning,2030,97.1
748,Zone-2,Estate,Excellent,High Rainfall,Sandy,Moderate,12.44,2017,27,2024,2031,2044,1600,17.6,9.7,42.48,13.5,66.9,0.65,49.83,SecondThinning,2031,97.6
749,Zone-4,Farmer,Excellent,Low Rainfall,Laterite,Moderate,13.92,2016,29,2025,2029,2045,625,16.4,11.0,50.22,17.1,63.0,19.61,49.02,SecondThinning,2029,98.0
750,Zone-1,Estate,Good,High Rainfall,Sandy,Flat,15.73,2011,28,2019,2024,2039,1600,27.8,20.2,176.67,32.9,65.1,0.69,74.66,FinalHarvest,2039,88.8
751,Zone-1,Boundary,Poor,Low Rainfall,Laterite,Steep,20.32,2007,21,2015,2021,2028,625,19.8,16.5,132.77,32.8,52.9,5.12,11.81,FinalHarvest,2028,97.2
752,Zone-3,Block,Medium,Low Rainfall,Clay,Flat,9.15,2019,20,2028,2031,2039,1600,17.9,8.4,27.52,10.7,45.1,19.28,44.68,FirstThinning,2028,96.0
753,Zone-1,Boundary,Excellent,Medium Rainfall,Sandy,Moderate,21.62,2000,28,2010,2013,2028,625,35.7,31.7,489.34,46.0,60.5,3.18,33.06,FinalHarvest,2028,98.9
754,Zone-2,Block,Medium,High Rainfall,Loam,Steep,1.73,1996,24,2003,2010,2020,1111,27.2,28.2,26.54,58.9,45.0,2.08,19.49,FinalHarvestOverdue,2025,97.4
755,Zone-2,Boundary,Excellent,High Rainfall,Laterite,Steep,23.66,2016,33,2023,2030,2049,625,12.0,8.8,49.97,22.6,54.7,15.9,8.12,SecondThinning,2030,93.7
756,Zone-1,Block,Poor,High Rainfall,Sandy,Moderate,22.88,2013,22,2023,2029,2035,1600,20.8,15.1,143.72,26.6,48.8,12.56,35.32,SecondThinning,2029,95.0
757,Zone-4,Estate,Excellent,Low Rainfall,Laterite,Flat,8.72,2010,34,2020,2024,2044,1111,27.9,20.2,98.29,32.7,61.0,10.6,8.12,FinalHarvest,2044,80.6
758,Zone-1,Boundary,Medium,High Rainfall,Clay,Flat,13.82,1996,22,2006,2009,2018,625,32.0,26.5,234.39,61.2,60.5,8.73,43.13,FinalHarvestOverdue,2025,100.0
759,Zone-2,Boundary,Poor,Low Rainfall,Sandy,Steep,23.8,2002,20,2009,2015,2022,625,34.9,26.9,446.87,47.1,41.4,7.69,72.52,FinalHarvestOverdue,2025,98.3
760,Zone-1,Boundary,Poor,Low Rainfall,Clay,Gentle,24.69,2002,20,2012,2014,2022,625,28.1,27.2,377.42,47.2,47.7,18.45,56.03,FinalHarvestOverdue,2025,99.5
761,Zone-3,Farmer,Good,Medium Rainfall,Sandy,Steep,20.77,2007,26,2015,2022,2033,816,24.0,19.0,189.42,35.0,60.9,9.04,54.72,FinalHarvest,2033,94.8
762,Zone-2,Estate,Poor,Low Rainfall,Loam,Steep,2.6,2012,20,2020,2026,2032,1111,20.8,16.3,17.63,29.6,47.8,15.24,34.62,SecondThinning,2026,98.6
763,Zone-2,Estate,Excellent,Low Rainfall,Loam,Flat,12.25,1998,26,2006,2010,2024,1111,28.7,29.2,205.32,57.1,47.3,12.34,37.86,FinalHarvestOverdue,2025,100.0
764,Zone-2,Block,Poor,High Rainfall,Loam,Gentle,18.4,1996,22,2003,2009,2018,1111,42.2,23.0,357.18,54.8,53.9,18.04,9.23,FinalHarvestOverdue,2025,100.0
765,Zone-4,Farmer,Good,High Rainfall,Sandy,Gentle,5.42,2001,27,2011,2013,2028,816,26.4,22.9,65.53,48.3,56.7,2.95,77.31,FinalHarvest,2028,98.5
766,Zone-1,Estate,Poor,Medium Rainfall,Sandy,Gentle,18.38,2005,20,2012,2018,2025,1600,24.8,14.0,127.63,35.0,41.8,7.81,47.52,FinalHarvestOverdue,2025,98.4
767,Zone-2,Estate,Poor,Low Rainfall,Laterite,Steep,7.78,2014,21,2024,2027,2035,1111,24.1,16.8,63.0,26.9,53.6,18.4,16.49,SecondThinning,2027,98.3
768,Zone-5,Boundary,Medium,Low Rainfall,Clay,Gentle,24.11,2007,22,2015,2021,2029,625,25.4,17.5,214.34,34.0,41.3,8.27,70.99,FinalHarvest,2029,93.5
769,Zone-2,Block,Medium,High Rainfall,Clay,Gentle,23.61,2008,23,2018,2023,2031,1111,27.5,17.7,229.84,32.4,60.0,2.75,44.75,FinalHarvest,2031,94.8
770,Zone-2,Farmer,Medium,High Rainfall,Loam,Moderate,22.61,2012,23,2021,2026,2035,1111,21.9,17.8,176.28,26.4,53.6,18.1,76.68,SecondThinning,2026,98.5
771,Zone-5,Block,Poor,Low Rainfall,Loam,Moderate,14.24,2000,21,2010,2013,2021,1111,25.5,22.5,163.4,50.7,45.2,19.67,56.05,FinalHarvestOverdue,2025,98.6
772,Zone-2,Block,Medium,Low Rainfall,Laterite,Moderate,12.25,2018,21,2028,2032,2039,1600,15.4,12.7,47.92,10.0,40.3,17.26,8.96,FirstThinning,2028,94.7
773,Zone-1,Boundary,Good,Low Rainfall,Loam,Gentle,8.38,1997,27,2006,2013,2024,625,43.1,25.4,183.48,54.4,45.3,6.13,65.18,FinalHarvestOverdue,2025,99.3
774,Zone-2,Farmer,Medium,Medium Rainfall,Sandy,Steep,4.8,2012,25,2022,2026,2037,625,26.5,16.0,40.7,22.1,68.4,18.19,12.28,SecondThinning,2026,100.0
775,Zone-1,Farmer,Excellent,Medium Rainfall,Laterite,Steep,5.09,1995,34,2004,2010,2029,625,36.4,25.4,94.12,55.2,54.8,13.47,30.79,FinalHarvest,2029,94.4
776,Zone-3,Estate,Good,Low Rainfall,Loam,Gentle,15.98,2016,28,2024,2028,2044,1600,17.7,9.9,56.0,20.1,68.5,1.75,50.21,SecondThinning,2028,100.0
777,Zone-4,Estate,Excellent,Low Rainfall,Clay,Moderate,5.61,2003,33,2010,2018,2036,1111,43.1,20.6,99.62,41.4,49.2,9.03,37.47,FinalHarvest,2036,86.6
778,Zone-1,Boundary,Excellent,High Rainfall,Sandy,Moderate,14.23,1999,34,2006,2015,2033,625,25.4,24.6,177.83,56.0,51.4,0.82,55.39,FinalHarvest,2033,89.7
779,Zone-4,Boundary,Good,High Rainfall,Laterite,Steep,17.97,1999,27,2008,2015,2026,625,28.9,23.4,243.05,47.8,53.5,13.47,65.41,FinalHarvest,2026,99.9
780,Zone-3,Estate,Poor,Low Rainfall,Sandy,Gentle,2.79,2006,18,2014,2022,2024,1600,25.8,20.9,30.09,33.1,40.4,16.16,70.26,FinalHarvestOverdue,2025,98.9
781,Zone-5,Estate,Medium,High Rainfall,Laterite,Moderate,19.87,1998,24,2005,2010,2022,1600,29.0,29.0,334.21,49.8,42.8,19.03,5.29,FinalHarvestOverdue,2025,97.0
782,Zone-2,Farmer,Poor,High Rainfall,Sandy,Steep,8.69,2011,19,2021,2024,2030,625,27.9,18.8,91.16,24.9,48.6,13.56,69.88,FinalHarvest,2030,95.1
783,Zone-1,Block,Medium,High Rainfall,Sandy,Flat,5.22,2001,22,2009,2017,2023,1600,39.0,28.4,115.63,43.8,45.6,6.5,79.4,FinalHarvestOverdue,2025,98.3
784,Zone-2,Block,Good,High Rainfall,Laterite,Moderate,6.24,2003,27,2011,2019,2030,1600,38.1,31.6,150.25,41.5,62.6,1.39,9.71,FinalHarvest,2030,97.7
785,Zone-3,Estate,Excellent,Low Rainfall,Laterite,Flat,24.45,2016,26,2025,2032,2042,1111,15.6,11.6,88.49,22.6,57.1,14.57,28.93,SecondThinning,2032,95.0
786,Zone-3,Block,Good,Medium Rainfall,Clay,Steep,8.52,2018,25,2026,2034,2043,1600,10.3,10.1,17.73,13.6,53.8,18.48,68.49,FirstThinning,2026,100.0
787,Zone-4,Block,Excellent,Medium Rainfall,Loam,Gentle,18.71,2007,31,2014,2020,2038,1111,21.8,21.0,171.31,32.5,51.0,8.74,66.31,FinalHarvest,2038,85.8
788,Zone-2,Farmer,Medium,Low Rainfall,Sandy,Flat,10.39,1999,22,2008,2012,2021,1111,34.9,21.9,158.82,55.3,65.6,5.63,19.25,FinalHarvestOverdue,2025,100.0
789,Zone-5,Block,Excellent,Medium Rainfall,Loam,Steep,24.26,1996,30,2003,2008,2026,1111,39.1,27.3,517.92,54.4,55.6,9.94,21.23,FinalHarvest,2026,99.1
790,Zone-4,Estate,Good,High Rainfall,Loam,Moderate,16.13,2016,28,2023,2032,2044,1600,14.2,10.0,45.81,16.7,60.7,2.65,47.4,SecondThinning,2032,94.9
791,Zone-4,Estate,Poor,Medium Rainfall,Clay,Steep,6.91,2005,19,2014,2020,2024,1111,23.5,18.6,60.41,38.3,45.8,2.63,29.14,FinalHarvestOverdue,2025,99.6
792,Zone-5,Farmer,Medium,Low Rainfall,Laterite,Steep,22.37,2005,24,2012,2020,2029,1111,24.2,14.7,159.16,39.9,58.1,17.83,76.87,FinalHarvest,2029,96.0
793,Zone-3,Estate,Excellent,Medium Rainfall,Loam,Moderate,18.09,2006,25,2016,2019,2031,1600,24.3,16.6,145.94,41.2,54.5,3.01,25.46,FinalHarvest,2031,95.9
794,Zone-3,Block,Good,High Rainfall,Loam,Gentle,23.99,2014,23,2023,2026,2037,1600,23.2,18.0,200.36,19.5,51.3,14.04,68.95,SecondThinning,2026,100.0
795,Zone-3,Boundary,Medium,Low Rainfall,Clay,Flat,1.69,2015,23,2022,2029,2038,625,13.7,13.5,6.25,16.5,58.8,11.15,49.54,SecondThinning,2029,96.6
796,Zone-3,Estate,Good,Medium Rainfall,Clay,Gentle,17.95,2009,26,2017,2025,2035,1600,21.2,14.1,107.31,27.5,49.8,9.59,15.63,FinalHarvest,2035,90.6
797,Zone-4,Estate,Excellent,High Rainfall,Clay,Steep,5.27,2014,25,2023,2028,2039,1600,26.8,14.4,40.68,24.2,44.0,1.37,10.09,SecondThinning,2028,96.8
798,Zone-2,Estate,Medium,High Rainfall,Loam,Flat,19.11,2006,22,2013,2021,2028,1111,25.5,17.9,174.46,38.5,55.7,12.87,34.7,FinalHarvest,2028,97.3
799,Zone-2,Estate,Medium,Medium Rainfall,Loam,Flat,19.31,2003,21,2011,2015,2024,1600,26.0,30.1,302.24,41.3,41.3,4.46,22.45,FinalHarvestOverdue,2025,97.9
800,Zone-2,Farmer,Good,Medium Rainfall,Laterite,Steep,1.46,2019,26,2029,2031,2045,625,15.7,10.5,4.81,10.0,46.0,0.82,22.21,FirstThinning,2029,95.8
801,Zone-4,Estate,Good,High Rainfall,Sandy,Moderate,13.22,2000,28,2008,2013,2028,1600,43.3,28.9,330.86,47.8,56.7,10.27,16.99,FinalHarvest,2028,98.1
802,Zone-2,Boundary,Good,Low Rainfall,Clay,Moderate,10.42,2015,26,2025,2027,2041,625,13.6,13.8,39.11,21.7,63.1,4.17,13.45,SecondThinning,2027,100.0
803,Zone-4,Estate,Medium,Low Rainfall,Clay,Gentle,22.28,2004,22,2014,2016,2026,1600,36.3,30.6,494.96,39.5,55.3,6.27,21.23,FinalHarvest,2026,99.3
804,Zone-2,Boundary,Medium,Medium Rainfall,Laterite,Moderate,11.99,2007,24,2015,2022,2031,625,22.8,18.8,102.79,39.0,60.0,18.76,10.83,FinalHarvest,2031,94.4
805,Zone-1,Estate,Poor,High Rainfall,Sandy,Flat,23.72,1995,20,2005,2010,2015,1600,26.9,24.4,311.38,61.5,69.1,14.86,32.96,FinalHarvestOverdue,2025,100.0
806,Zone-3,Block,Poor,Medium Rainfall,Sandy,Flat,8.25,2003,21,2011,2015,2024,1600,42.6,31.2,219.3,40.7,43.4,14.52,39.14,FinalHarvestOverdue,2025,98.3
807,Zone-5,Boundary,Good,Low Rainfall,Laterite,Flat,18.55,1999,25,2006,2014,2024,625,38.6,20.4,292.14,52.0,64.9,8.31,77.97,FinalHarvestOverdue,2025,100.0
808,Zone-5,Estate,Poor,Medium Rainfall,Clay,Steep,5.86,2003,18,2012,2016,2021,1600,38.8,29.7,135.06,49.0,41.3,11.31,69.27,FinalHarvestOverdue,2025,99.1
809,Zone-5,Block,Medium,High Rainfall,Sandy,Moderate,9.74,2014,22,2024,2029,2036,1600,21.7,21.2,89.62,24.3,56.2,6.48,52.95,SecondThinning,2029,96.4
810,Zone-4,Farmer,Excellent,Medium Rainfall,Laterite,Moderate,19.42,1999,35,2009,2015,2034,816,32.2,25.2,315.16,53.0,66.5,6.72,31.9,FinalHarvest,2034,91.3
811,Zone-4,Block,Medium,Low Rainfall,Clay,Gentle,15.37,2012,25,2020,2028,2037,1600,27.8,20.3,173.48,29.2,51.9,16.49,71.05,SecondThinning,2028,95.4
812,Zone-5,Estate,Poor,High Rainfall,Sandy,Moderate,23.43,2016,19,2024,2030,2035,1111,10.9,12.4,63.34,21.0,56.5,7.96,54.27,SecondThinning,2030,96.7
813,Zone-4,Farmer,Good,High Rainfall,Laterite,Flat,6.42,2015,29,2023,2028,2044,625,10.0,12.8,16.44,20.0,43.2,2.97,10.42,SecondThinning,2028,95.0
814,Zone-3,Farmer,Excellent,Medium Rainfall,Loam,Flat,23.84,2001,25,2008,2013,2026,816,27.4,22.2,290.03,50.8,42.1,5.14,76.33,FinalHarvest,2026,98.4
815,Zone-4,Boundary,Excellent,Low Rainfall,Clay,Moderate,10.31,2001,29,2011,2017,2030,625,36.8,25.7,195.02,49.1,41.3,9.88,7.36,FinalHarvest,2030,92.7
816,Zone-3,Boundary,Poor,Medium Rainfall,Laterite,Steep,19.07,2019,18,2029,2035,2037,625,15.0,10.1,57.78,16.7,54.7,0.64,7.9,FirstThinning,2029,97.7
817,Zone-4,Estate,Excellent,Medium Rainfall,Sandy,Flat,6.89,2017,35,2024,2032,2052,1111,16.0,9.4,20.73,20.8,41.0,6.27,63.29,SecondThinning,2032,88.2
818,Zone-4,Farmer,Excellent,Low Rainfall,Sandy,Gentle,15.24,2016,25,2026,2028,2041,625,11.4,9.6,33.36,18.7,64.0,10.76,59.32,FirstThinning,2026,100.0
819,Zone-3,Estate,Excellent,Low Rainfall,Laterite,Moderate,21.49,1996,29,2005,2011,2025,1600,38.7,31.6,525.61,53.8,54.5,5.06,34.05,FinalHarvestOverdue,2025,100.0
820,Zone-2,Block,Poor,Medium Rainfall,Loam,Gentle,9.16,2016,22,2026,2029,2038,1111,16.5,13.7,41.41,14.2,44.9,2.73,78.41,FirstThinning,2026,97.2
821,Zone-5,Estate,Excellent,Medium Rainfall,Clay,Steep,1.49,2011,30,2018,2026,2041,1111,18.3,17.5,9.54,30.0,42.0,1.84,70.83,SecondThinning,2026,96.4
822,Zone-3,Block,Excellent,High Rainfall,Loam,Gentle,3.9,2000,26,2008,2013,2026,1111,38.2,26.6,79.26,50.6,54.3,19.42,54.22,FinalHarvest,2026,100.0
823,Zone-5,Block,Poor,High Rainfall,Sandy,Gentle,5.86,2004,19,2014,2016,2023,1111,26.2,29.5,90.58,38.1,60.0,11.75,5.66,FinalHarvestOverdue,2025,100.0
824,Zone-2,Boundary,Medium,Medium Rainfall,Loam,Gentle,16.94,2010,23,2018,2022,2033,625,19.7,18.4,122.81,31.3,65.8,1.51,55.03,FinalHarvest,2033,94.0
825,Zone-5,Farmer,Poor,Medium Rainfall,Sandy,Gentle,6.93,2019,21,2028,2032,2040,816,13.3,12.5,23.04,10.0,49.6,7.95,19.45,FirstThinning,2028,96.5
826,Zone-3,Block,Excellent,High Rainfall,Loam,Gentle,12.5,2020,33,2030,2033,2053,1600,8.0,5.2,10.4,12.7,53.0,0.72,9.98,FirstThinning,2030,93.4
827,Zone-1,Farmer,Poor,Medium Rainfall,Clay,Steep,7.74,2015,20,2024,2031,2035,625,12.6,9.8,19.11,24.5,55.3,7.78,70.34,SecondThinning,2031,95.1
828,Zone-5,Farmer,Excellent,Medium Rainfall,Sandy,Steep,24.41,2012,33,2019,2026,2045,625,20.7,16.2,163.71,23.9,55.4,6.33,72.94,SecondThinning,2026,97.9
829,Zone-2,Farmer,Good,Medium Rainfall,Loam,Moderate,13.42,2008,26,2017,2024,2034,816,24.7,15.5,102.76,35.1,63.6,16.06,56.62,FinalHarvest,2034,94.3
830,Zone-2,Boundary,Good,Low Rainfall,Laterite,Gentle,3.81,2018,26,2026,2031,2044,625,14.8,11.8,13.31,12.4,66.6,16.21,33.12,FirstThinning,2026,100.0
831,Zone-4,Block,Good,High Rainfall,Laterite,Moderate,4.51,2014,23,2023,2026,2037,1111,26.1,21.9,51.56,17.0,45.7,18.69,74.59,SecondThinning,2026,99.9
832,Zone-4,Boundary,Excellent,Low Rainfall,Clay,Flat,24.56,2015,32,2022,2030,2047,625,13.5,9.9,65.65,16.4,43.7,15.23,79.56,SecondThinning,2030,91.9
833,Zone-1,Estate,Good,Low Rainfall,Clay,Gentle,19.81,2018,28,2026,2030,2046,1600,10.1,10.0,40.02,15.2,48.3,8.65,22.29,FirstThinning,2026,98.5
834,Zone-5,Boundary,Good,Low Rainfall,Loam,Flat,14.29,2005,25,2013,2020,2030,625,20.0,18.9,108.03,44.5,42.7,14.84,78.4,FinalHarvest,2030,94.5
835,Zone-3,Block,Poor,Low Rainfall,Loam,Steep,6.3,2009,22,2017,2022,2031,1600,20.8,14.0,36.69,33.7,53.1,17.23,68.72,FinalHarvest,2031,93.8
836,Zone-4,Farmer,Medium,Low Rainfall,Sandy,Steep,18.1,2009,21,2019,2025,2030,816,18.2,20.1,132.43,29.1,60.2,8.79,70.64,FinalHarvest,2030,96.6
837,Zone-3,Boundary,Poor,Medium Rainfall,Laterite,Steep,15.56,2006,19,2013,2022,2025,625,26.4,19.5,160.21,34.7,52.1,4.44,31.49,FinalHarvestOverdue,2025,100.0
838,Zone-3,Farmer,Good,Low Rainfall,Laterite,Steep,24.06,2016,25,2023,2031,2041,625,16.4,10.3,81.28,16.5,51.4,9.87,59.31,SecondThinning,2031,95.3
839,Zone-4,Estate,Excellent,Medium Rainfall,Clay,Gentle,7.46,2003,32,2011,2016,2035,1600,42.1,27.7,173.99,45.0,64.3,16.93,78.44,FinalHarvest,2035,91.1
840,Zone-3,Estate,Medium,Low Rainfall,Loam,Flat,15.77,2012,20,2021,2024,2032,1111,22.5,16.3,115.67,29.6,48.4,18.33,22.18,FinalHarvest,2032,92.7
841,Zone-3,Farmer,Poor,Low Rainfall,Sandy,Flat,14.74,2020,19,2029,2036,2039,816,9.7,7.6,21.73,10.0,64.2,3.99,58.44,FirstThinning,2029,99.2
842,Zone-1,Estate,Good,Low Rainfall,Sandy,Steep,14.28,2006,24,2014,2022,2030,1600,20.5,14.1,82.55,41.6,63.0,10.31,6.55,FinalHarvest,2030,99.0
843,Zone-5,Estate,Excellent,Low Rainfall,Loam,Flat,12.26,1999,28,2008,2015,2027,1111,34.2,25.5,213.84,54.1,61.4,3.33,50.45,FinalHarvest,2027,100.0
844,Zone-1,Estate,Excellent,Low Rainfall,Sandy,Moderate,12.06,2020,32,2030,2036,2052,1111,9.4,5.9,13.38,11.5,55.6,15.75,48.31,FirstThinning,2030,94.3
845,Zone-4,Boundary,Excellent,Low Rainfall,Laterite,Gentle,20.32,2001,26,2010,2015,2027,625,27.3,30.8,341.72,46.8,49.0,0.58,41.54,FinalHarvest,2027,98.4
