documentId,referenceCode,department,category,subject,shortTitle,longTitle,year,issueDate,effectiveToOrBlank,status,jurisdiction,pageCount,tagsSemicolonSeparated
405,R-CIR-2015-225,Revenue,Circular,Community Forestry,Community Forestry – Circular,Revenue Department Circular on Community Forestry,2015,2024-03-18,,Active,Circle-North,80,climate;marketing
406,R-CIR-2010-286,Revenue,Circular,Eco Tourism,Eco Tourism – Circular,Revenue Department Circular on Eco Tourism,2010,2023-01-19,,Active,Circle-East,113,climate;community;plantation
407,R-CIR-2025-592,Revenue,Circular,Wildlife Protection,Wildlife Protection – Circular,Revenue Department Circular on Wildlife Protection,2025,2023-12-01,,Active,Circle-South,106,land;teak;wildlife
408,F-CIR-2016-664,Finance,Circular,Fire Management,Fire Management – Circular,Finance Department Circular on Fire Management,2016,2012-10-30,2016-12-18,Superseded,Circle-West,97,patrol;plantation
409,F-ORD-2021-032,Forest,Order,Community Forestry,Community Forestry – Order,Forest Department Order on Community Forestry,2021,2025-09-02,,Active,Circle-East,59,budget;land;offence
410,P-NOT-2010-461,Planning,Notification,Fire Management,Fire Management – Notification,Planning Department Notification on Fire Management,2010,2016-06-03,,Active,Circle-North,24,budget;land
411,F-OM-2011-992,Forest,OM,Community Forestry,Community Forestry – OM,Forest Department OM on Community Forestry,2011,2018-01-15,2019-09-25,Superseded,Statewide,39,land;marketing;patrol;teak
412,P-NOT-2020-157,Planning,Notification,Land Allotment,Land Allotment – Notification,Planning Department Notification on Land Allotment,2020,2012-02-23,2016-03-10,Superseded,Statewide,44,campa;digital;offence;teak
413,F-OM-2023-709,Finance,OM,Community Forestry,Community Forestry – OM,Finance Department OM on Community Forestry,2023,2013-07-02,,Active,Circle-East,91,budget;rules
414,W-ORD-2015-971,Wildlife,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Wildlife Department Order on CAMPA Utilisation,2015,2024-01-13,,Active,Circle-West,87,budget;digital;plantation;teak
415,F-CIR-2011-739,Forest,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Forest Department Circular on CAMPA Utilisation,2011,2022-08-17,2025-03-04,Superseded,Statewide,32,digital;fire;offence;patrol
416,F-CIR-2025-340,Finance,Circular,Community Forestry,Community Forestry – Circular,Finance Department Circular on Community Forestry,2025,2019-06-13,,Active,Circle-East,54,offence;wildlife
417,R-ORD-2010-109,Revenue,Order,CAMPA Utilisation,CAMPA Utilisation – Order,Revenue Department Order on CAMPA Utilisation,2010,2024-01-15,,Active,Statewide,107,digital;land;plantation;wildlife
418,R-ORD-2014-252,Revenue,Order,Teak Plantation,Teak Plantation – Order,Revenue Department Order on Teak Plantation,2014,2011-08-26,,Active,Circle-West,30,fire;marketing;offence
419,R-ORD-2022-339,Revenue,Order,Budget Release,Budget Release – Order,Revenue Department Order on Budget Release,2022,2019-12-06,2022-12-06,Superseded,Circle-North,18,campa;climate
420,R-CIR-2016-754,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2016,2011-11-20,2015-11-19,Superseded,Circle-East,76,campa;digital;eco;rules
421,F-ORD-2023-301,Finance,Order,Budget Release,Budget Release – Order,Finance Department Order on Budget Release,2023,2019-08-12,,Active,Circle-West,116,climate;community;land;rules
422,W-ORD-2021-134,Wildlife,Order,Wildlife Protection,Wildlife Protection – Order,Wildlife Department Order on Wildlife Protection,2021,2021-02-02,2024-01-04,Superseded,Circle-East,96,budget;community
423,F-NOT-2010-743,Finance,Notification,Eco Tourism,Eco Tourism – Notification,Finance Department Notification on Eco Tourism,2010,2016-11-03,,Active,Circle-East,19,digital;offence;plantation
424,R-OM-2016-822,Revenue,OM,Eco Tourism,Eco Tourism – OM,Revenue Department OM on Eco Tourism,2016,2010-01-25,,Active,Circle-East,74,eco;rules
425,R-GUI-2016-125,Revenue,Guideline,Fire Management,Fire Management – Guideline,Revenue Department Guideline on Fire Management,2016,2022-08-23,,Active,Circle-West,98,eco;plantation
426,P-CIR-2025-711,Planning,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Planning Department Circular on CAMPA Utilisation,2025,2019-07-08,,Active,Circle-North,34,campa;community;patrol
427,R-GUI-2012-491,Revenue,Guideline,Climate Mission,Climate Mission – Guideline,Revenue Department Guideline on Climate Mission,2012,2013-11-18,,Active,Circle-West,111,budget;community;land;patrol
428,F-CIR-2017-927,Finance,Circular,Wildlife Protection,Wildlife Protection – Circular,Finance Department Circular on Wildlife Protection,2017,2024-07-26,,Active,Circle-South,16,budget;eco;fire;wildlife
429,R-CIR-2014-540,Revenue,Circular,Budget Release,Budget Release – Circular,Revenue Department Circular on Budget Release,2014,2018-09-17,,Active,Circle-North,73,community;fire;wildlife
430,F-OM-2024-967,Forest,OM,Climate Mission,Climate Mission – OM,Forest Department OM on Climate Mission,2024,2017-06-14,,Active,Circle-North,30,digital;fire;offence
431,R-OM-2011-429,Revenue,OM,Wildlife Protection,Wildlife Protection – OM,Revenue Department OM on Wildlife Protection,2011,2010-09-08,,Active,Circle-South,61,budget;campa;land;marketing
432,R-CIR-2011-650,Revenue,Circular,Community Forestry,Community Forestry – Circular,Revenue Department Circular on Community Forestry,2011,2012-03-03,2012-12-16,Superseded,Circle-South,95,climate;fire;marketing
433,F-ORD-2018-771,Forest,Order,Climate Mission,Climate Mission – Order,Forest Department Order on Climate Mission,2018,2021-06-01,,Active,Circle-North,74,fire;plantation
434,R-GUI-2010-728,Revenue,Guideline,CAMPA Utilisation,CAMPA Utilisation – Guideline,Revenue Department Guideline on CAMPA Utilisation,2010,2021-07-18,,Active,Circle-West,3,climate;patrol;teak
435,F-ORD-2010-245,Finance,Order,Wildlife Protection,Wildlife Protection – Order,Finance Department Order on Wildlife Protection,2010,2010-09-18,,Active,Circle-South,34,climate;offence
436,W-NOT-2022-668,Wildlife,Notification,Climate Mission,Climate Mission – Notification,Wildlife Department Notification on Climate Mission,2022,2010-07-03,,Active,Statewide,60,digital;eco;plantation
437,R-CIR-2017-190,Revenue,Circular,Community Forestry,Community Forestry – Circular,Revenue Department Circular on Community Forestry,2017,2012-07-28,2014-06-03,Superseded,Circle-South,21,budget;climate
438,P-NOT-2018-458,Planning,Notification,Land Allotment,Land Allotment – Notification,Planning Department Notification on Land Allotment,2018,2013-02-13,,Active,Circle-West,52,digital;patrol;rules;wildlife
439,F-ORD-2014-441,Forest,Order,Teak Plantation,Teak Plantation – Order,Forest Department Order on Teak Plantation,2014,2019-07-28,,Active,Circle-West,28,budget;climate;community;teak
440,P-NOT-2010-495,Planning,Notification,Budget Release,Budget Release – Notification,Planning Department Notification on Budget Release,2010,2024-04-04,,Active,Circle-West,62,campa;community;fire;offence
441,R-ORD-2021-988,Revenue,Order,Wildlife Protection,Wildlife Protection – Order,Revenue Department Order on Wildlife Protection,2021,2015-06-10,,Active,Circle-West,42,eco;patrol
442,W-CIR-2024-398,Wildlife,Circular,Fire Management,Fire Management – Circular,Wildlife Department Circular on Fire Management,2024,2025-07-04,,Active,Circle-South,82,digital;marketing;offence
443,P-NOT-2021-792,Planning,Notification,Fire Management,Fire Management – Notification,Planning Department Notification on Fire Management,2021,2024-09-18,,Active,Circle-North,57,fire;plantation
444,F-GUI-2017-156,Forest,Guideline,Community Forestry,Community Forestry – Guideline,Forest Department Guideline on Community Forestry,2017,2012-11-15,,Active,Circle-South,104,community;plantation
445,R-OM-2020-946,Revenue,OM,Teak Plantation,Teak Plantation – OM,Revenue Department OM on Teak Plantation,2020,2018-11-01,,Active,Circle-West,110,fire;teak
446,F-NOT-2018-377,Finance,Notification,Fire Management,Fire Management – Notification,Finance Department Notification on Fire Management,2018,2021-04-15,,Active,Circle-East,14,budget;marketing;patrol;plantation
447,F-CIR-2021-413,Forest,Circular,Climate Mission,Climate Mission – Circular,Forest Department Circular on Climate Mission,2021,2023-05-01,,Active,Circle-North,101,budget;digital;rules
448,R-CIR-2021-873,Revenue,Circular,Eco Tourism,Eco Tourism – Circular,Revenue Department Circular on Eco Tourism,2021,2015-02-13,2018-08-20,Superseded,Circle-West,117,budget;marketing;plantation
449,F-OM-2010-964,Forest,OM,Climate Mission,Climate Mission – OM,Forest Department OM on Climate Mission,2010,2020-06-02,,Active,Circle-East,116,budget;eco;teak
450,W-NOT-2014-038,Wildlife,Notification,Climate Mission,Climate Mission – Notification,Wildlife Department Notification on Climate Mission,2014,2025-10-09,,Active,Circle-East,39,climate;marketing;offence;patrol
451,F-CIR-2023-170,Forest,Circular,Eco Tourism,Eco Tourism – Circular,Forest Department Circular on Eco Tourism,2023,2015-01-14,,Active,Circle-South,117,digital;eco
452,W-ORD-2017-180,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2017,2022-04-25,,Active,Circle-South,103,land;wildlife
453,P-NOT-2021-709,Planning,Notification,CAMPA Utilisation,CAMPA Utilisation – Notification,Planning Department Notification on CAMPA Utilisation,2021,2020-01-30,2024-06-15,Superseded,Statewide,40,budget;fire
454,P-NOT-2012-800,Planning,Notification,Teak Plantation,Teak Plantation – Notification,Planning Department Notification on Teak Plantation,2012,2017-11-14,,Active,Circle-East,92,digital;offence;teak
455,F-NOT-2013-871,Finance,Notification,Budget Release,Budget Release – Notification,Finance Department Notification on Budget Release,2013,2025-09-28,,Active,Circle-North,78,climate;eco;land;rules
456,F-CIR-2025-206,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2025,2012-05-27,,Active,Circle-South,87,eco;marketing;plantation
457,W-ORD-2019-430,Wildlife,Order,Budget Release,Budget Release – Order,Wildlife Department Order on Budget Release,2019,2020-10-21,2022-09-14,Superseded,Circle-South,54,eco;fire;marketing
458,R-OM-2025-397,Revenue,OM,Fire Management,Fire Management – OM,Revenue Department OM on Fire Management,2025,2022-11-02,2023-12-16,Superseded,Circle-West,35,eco;offence
459,P-OM-2025-847,Planning,OM,Land Allotment,Land Allotment – OM,Planning Department OM on Land Allotment,2025,2018-10-25,,Active,Circle-East,51,campa;marketing;offence;teak
460,R-OM-2020-699,Revenue,OM,Community Forestry,Community Forestry – OM,Revenue Department OM on Community Forestry,2020,2014-01-22,,Active,Circle-South,97,marketing;teak
461,W-CIR-2013-771,Wildlife,Circular,CAMPA Utilisation,CAMPA Utilisation – Circular,Wildlife Department Circular on CAMPA Utilisation,2013,2014-11-03,,Active,Circle-East,30,budget;fire
462,F-CIR-2018-986,Finance,Circular,Land Allotment,Land Allotment – Circular,Finance Department Circular on Land Allotment,2018,2011-07-16,,Active,Circle-South,97,fire;offence
463,P-GUI-2018-723,Planning,Guideline,Fire Management,Fire Management – Guideline,Planning Department Guideline on Fire Management,2018,2025-05-13,,Active,Circle-North,91,campa;climate
464,W-CIR-2022-113,Wildlife,Circular,Digital Monitoring,Digital Monitoring – Circular,Wildlife Department Circular on Digital Monitoring,2022,2015-08-13,,Active,Circle-East,39,eco;fire;land
465,F-OM-2014-586,Finance,OM,Community Forestry,Community Forestry – OM,Finance Department OM on Community Forestry,2014,2020-01-31,2022-11-07,Superseded,Circle-South,56,campa;offence;rules;teak
466,W-OM-2023-507,Wildlife,OM,Land Allotment,Land Allotment – OM,Wildlife Department OM on Land Allotment,2023,2024-01-31,,Active,Circle-East,107,community;eco;plantation;wildlife
467,R-GUI-2010-660,Revenue,Guideline,Budget Release,Budget Release – Guideline,Revenue Department Guideline on Budget Release,2010,2020-10-06,2023-11-28,Superseded,Circle-South,120,patrol;rules;wildlife
468,F-ORD-2015-996,Finance,Order,Community Forestry,Community Forestry – Order,Finance Department Order on Community Forestry,2015,2025-10-24,2027-06-03,Superseded,Circle-North,58,climate;marketing;plantation
469,F-NOT-2016-914,Forest,Notification,Land Allotment,Land Allotment – Notification,Forest Department Notification on Land Allotment,2016,2014-02-05,2016-12-11,Superseded,Circle-North,66,digital;patrol;plantation
470,F-ORD-2014-809,Forest,Order,Budget Release,Budget Release – Order,Forest Department Order on Budget Release,2014,2015-02-06,2017-03-31,Superseded,Circle-East,41,budget;campa;offence
471,F-ORD-2025-332,Forest,Order,Wildlife Protection,Wildlife Protection – Order,Forest Department Order on Wildlife Protection,2025,2019-10-03,,Active,Circle-West,70,budget;digital;eco;wildlife
472,R-OM-2014-687,Revenue,OM,Climate Mission,Climate Mission – OM,Revenue Department OM on Climate Mission,2014,2020-02-11,,Active,Circle-East,24,campa;digital;land
473,F-NOT-2019-777,Forest,Notification,Climate Mission,Climate Mission – Notification,Forest Department Notification on Climate Mission,2019,2013-05-20,,Active,Circle-East,64,campa;land;rules;wildlife
474,R-NOT-2016-863,Revenue,Notification,Wildlife Protection,Wildlife Protection – Notification,Revenue Department Notification on Wildlife Protection,2016,2023-08-20,2028-06-18,Superseded,Circle-North,30,climate;wildlife
475,R-GUI-2020-062,Revenue,Guideline,Budget Release,Budget Release – Guideline,Revenue Department Guideline on Budget Release,2020,2012-07-10,,Active,Statewide,46,budget;climate;rules
476,R-GUI-2022-357,Revenue,Guideline,Teak Plantation,Teak Plantation – Guideline,Revenue Department Guideline on Teak Plantation,2022,2020-03-02,2023-02-14,Superseded,Statewide,76,community;fire;marketing
477,R-CIR-2017-147,Revenue,Circular,Land Allotment,Land Allotment – Circular,Revenue Department Circular on Land Allotment,2017,2024-08-03,,Active,Circle-South,89,campa;fire;wildlife
478,F-OM-2022-897,Forest,OM,Fire Management,Fire Management – OM,Forest Department OM on Fire Management,2022,2016-11-26,,Active,Circle-South,16,campa;digital;rules;teak
479,F-CIR-2016-372,Forest,Circular,Land Allotment,Land Allotment – Circular,Forest Department Circular on Land Allotment,2016,2022-10-28,,Active,Circle-East,35,community;plantation;teak
480,F-OM-2016-686,Forest,OM,Digital Monitoring,Digital Monitoring – OM,Forest Department OM on Digital Monitoring,2016,2011-05-13,,Active,Circle-North,69,climate;fire
481,W-ORD-2012-715,Wildlife,Order,Teak Plantation,Teak Plantation – Order,Wildlife Department Order on Teak Plantation,2012,2019-03-10,2019-11-20,Superseded,Circle-West,81,climate;digital;eco;fire
482,P-OM-2016-273,Planning,OM,Eco Tourism,Eco Tourism – OM,Planning Department OM on Eco Tourism,2016,2021-01-28,2022-05-06,Superseded,Circle-East,62,digital;fire
483,F-CIR-2020-306,Forest,Circular,Teak Plantation,Teak Plantation – Circular,Forest Department Circular on Teak Plantation,2020,2018-04-19,,Active,Circle-East,39,campa;community;eco;land
484,F-OM-2014-375,Forest,OM,Land Allotment,Land Allotment – OM,Forest Department OM on Land Allotment,2014,2015-11-14,,Active,Statewide,28,offence;rules
485,F-ORD-2021-385,Finance,Order,Digital Monitoring,Digital Monitoring – Order,Finance Department Order on Digital Monitoring,2021,2018-09-17,,Active,Statewide,7,campa;marketing;patrol;rules
486,F-OM-2020-070,Forest,OM,Teak Plantation,Teak Plantation – OM,Forest Department OM on Teak Plantation,2020,2013-04-14,,Active,Statewide,14,marketing;teak
487,W-OM-2025-948,Wildlife,OM,Eco Tourism,Eco Tourism – OM,Wildlife Department OM on Eco Tourism,2025,2023-03-30,,Active,Circle-East,36,climate;eco;rules
