ruleId,priorityScore,effectiveFrom,effectiveToOrBlank,jurisdiction,minLevel,maxLevel,domain,actionType,minThreshold,maxThreshold,requiresWrittenOrder,requiresLegalVet,primaryApproverRole,secondaryApproverRole,citationCode,shortTitle
797,48,2016-09-14,,Circle-West,Division,HeadOffice,Transport,BudgetSanction,50.00,150.00,1,1,PCCF,LegalOfficer,RULE-TR-0797,Transport BudgetSanction threshold rule 797
798,58,2021-03-18,,Circle-East,Beat,Range,Fire,BudgetSanction,100.00,200.00,1,0,RO,CF,RULE-FI-0798,Fire BudgetSanction threshold rule 798
799,57,2016-07-14,,Circle-East,Beat,Beat,Wildlife,TransportPass,25.00,50.00,1,1,DFO,PCCF,RULE-WI-0799,Wildlife TransportPass threshold rule 799
800,49,2022-03-03,,Circle-North,Range,Circle,Budget,BudgetSanction,25.00,50.00,1,0,APCCF,PCCF,RULE-BU-0800,Budget BudgetSanction threshold rule 800
801,28,2015-08-19,,Circle-North,Circle,Circle,Land,OffenceCompounding,25.00,75.00,1,0,APCCF,,RULE-LA-0801,Land OffenceCompounding threshold rule 801
802,66,2022-11-14,2026-11-14,Circle-South,Circle,HeadOffice,Timber,PermitIssue,500.00,1500.00,0,0,RO,RO,RULE-TI-0802,Timber PermitIssue threshold rule 802
803,42,2019-01-07,,Circle-East,Beat,Beat,Transport,LandUseChange,100.00,200.00,1,0,CF,,RULE-TR-0803,Transport LandUseChange threshold rule 803
804,74,2015-03-30,,Circle-East,Beat,Range,Transport,PermitIssue,25.00,525.00,1,0,CF,LegalOfficer,RULE-TR-0804,Transport PermitIssue threshold rule 804
805,59,2024-07-06,,Statewide,Division,Division,Timber,OffenceCompounding,50.00,150.00,1,0,CF,,RULE-TI-0805,Timber OffenceCompounding threshold rule 805
806,93,2017-09-30,,Circle-North,Range,Division,Timber,BudgetSanction,10.00,60.00,1,0,LegalOfficer,,RULE-TI-0806,Timber BudgetSanction threshold rule 806
807,91,2017-12-27,,Circle-West,Beat,Range,Budget,LandUseChange,10.00,1010.00,1,0,LegalOfficer,APCCF,RULE-BU-0807,Budget LandUseChange threshold rule 807
808,64,2017-07-09,,Statewide,Division,HeadOffice,Budget,TransportPass,0.00,5000.00,0,0,FinanceOfficer,,RULE-BU-0808,Budget TransportPass threshold rule 808
809,16,2024-09-25,2028-09-25,Circle-North,Division,Division,Budget,OffenceCompounding,100.00,125.00,1,0,DFO,FinanceOfficer,RULE-BU-0809,Budget OffenceCompounding threshold rule 809
810,65,2019-08-15,,Circle-North,Beat,Division,Wildlife,TransportPass,25.00,75.00,1,0,RO,LegalOfficer,RULE-WI-0810,Wildlife TransportPass threshold rule 810
811,3,2020-10-31,2023-10-31,Statewide,Beat,Beat,Transport,OffenceCompounding,25.00,1025.00,1,1,FinanceOfficer,PCCF,RULE-TR-0811,Transport OffenceCompounding threshold rule 811
812,80,2022-08-23,,Circle-West,Division,HeadOffice,Timber,OffenceCompounding,25.00,125.00,1,0,APCCF,,RULE-TI-0812,Timber OffenceCompounding threshold rule 812
813,2,2018-10-07,,Circle-South,Division,Division,Budget,TransportPass,25.00,50.00,1,0,FinanceOfficer,RO,RULE-BU-0813,Budget TransportPass threshold rule 813
814,66,2019-06-04,,Circle-West,Beat,Range,Budget,LandUseChange,10.00,60.00,0,0,DFO,,RULE-BU-0814,Budget LandUseChange threshold rule 814
815,7,2021-11-19,,Statewide,Division,Circle,Land,FireClearance,10.00,60.00,1,0,FinanceOfficer,APCCF,RULE-LA-0815,Land FireClearance threshold rule 815
816,23,2015-05-24,,Statewide,Division,Circle,Land,TransportPass,100.00,200.00,0,1,CF,LegalOfficer,RULE-LA-0816,Land TransportPass threshold rule 816
817,21,2021-12-19,,Circle-East,Range,Range,Wildlife,OffenceCompounding,500.00,525.00,0,0,RO,,RULE-WI-0817,Wildlife OffenceCompounding threshold rule 817
818,91,2017-01-03,2022-01-03,Circle-North,Division,HeadOffice,Wildlife,LandUseChange,50.00,100.00,1,0,RO,PCCF,RULE-WI-0818,Wildlife LandUseChange threshold rule 818
819,41,2021-03-02,2028-03-02,Circle-West,Division,HeadOffice,Transport,BudgetSanction,10.00,110.00,1,1,FinanceOfficer,FinanceOfficer,RULE-TR-0819,Transport BudgetSanction threshold rule 819
820,17,2019-09-25,,Circle-North,Division,HeadOffice,Budget,FireClearance,100.00,125.00,1,0,CF,DFO,RULE-BU-0820,Budget FireClearance threshold rule 820
821,59,2016-04-04,,Circle-East,Circle,Circle,Fire,FireClearance,100.00,600.00,1,0,DFO,,RULE-FI-0821,Fire FireClearance threshold rule 821
822,34,2018-01-30,,Circle-South,Range,Circle,Fire,FireClearance,100.00,150.00,1,1,DFO,CF,RULE-FI-0822,Fire FireClearance threshold rule 822
823,51,2020-01-28,,Circle-West,Range,Division,Land,LandUseChange,10.00,110.00,1,0,FinanceOfficer,,RULE-LA-0823,Land LandUseChange threshold rule 823
824,15,2022-02-15,2028-02-15,Statewide,Range,HeadOffice,Land,BudgetSanction,50.00,100.00,1,0,LegalOfficer,,RULE-LA-0824,Land BudgetSanction threshold rule 824
825,44,2015-02-15,,Circle-South,Beat,HeadOffice,Land,OffenceCompounding,50.00,75.00,1,0,DFO,FinanceOfficer,RULE-LA-0825,Land OffenceCompounding threshold rule 825
826,13,2025-12-17,,Circle-East,Beat,HeadOffice,Land,LandUseChange,0.00,100.00,1,0,APCCF,LegalOfficer,RULE-LA-0826,Land LandUseChange threshold rule 826
827,51,2018-09-10,,Circle-North,Beat,Beat,Timber,PermitIssue,50.00,1050.00,1,0,CF,,RULE-TI-0827,Timber PermitIssue threshold rule 827
828,86,2020-11-29,,Circle-South,Beat,Circle,Wildlife,PermitIssue,25.00,525.00,1,0,LegalOfficer,,RULE-WI-0828,Wildlife PermitIssue threshold rule 828
829,40,2025-03-22,,Statewide,Circle,Circle,Land,OffenceCompounding,50.00,1050.00,0,1,FinanceOfficer,DFO,RULE-LA-0829,Land OffenceCompounding threshold rule 829
830,87,2020-06-04,,Circle-South,Circle,HeadOffice,Timber,BudgetSanction,50.00,100.00,1,1,PCCF,RO,RULE-TI-0830,Timber BudgetSanction threshold rule 830
831,60,2018-12-30,,Circle-South,Range,HeadOffice,Timber,PermitIssue,0.00,5000.00,1,0,LegalOfficer,,RULE-TI-0831,Timber PermitIssue threshold rule 831
832,50,2021-05-19,,Circle-North,Range,HeadOffice,Budget,OffenceCompounding,0.00,50.00,1,1,PCCF,PCCF,RULE-BU-0832,Budget OffenceCompounding threshold rule 832
833,60,2019-03-26,,Statewide,Beat,Circle,Timber,PermitIssue,500.00,600.00,0,1,CF,,RULE-TI-0833,Timber PermitIssue threshold rule 833
834,77,2020-12-15,,Circle-West,Range,HeadOffice,Timber,BudgetSanction,100.00,600.00,0,1,CF,RO,RULE-TI-0834,Timber BudgetSanction threshold rule 834
835,77,2018-06-08,,Circle-West,Beat,Beat,Fire,PermitIssue,10.00,35.00,0,1,RO,FinanceOfficer,RULE-FI-0835,Fire PermitIssue threshold rule 835
836,52,2021-08-11,,Statewide,Beat,Range,Timber,PermitIssue,50.00,100.00,1,1,APCCF,CF,RULE-TI-0836,Timber PermitIssue threshold rule 836
837,4,2019-06-27,,Circle-South,Beat,Beat,Budget,OffenceCompounding,500.00,525.00,1,1,RO,LegalOfficer,RULE-BU-0837,Budget OffenceCompounding threshold rule 837
838,56,2023-08-19,2027-08-19,Circle-North,Division,HeadOffice,Budget,BudgetSanction,10.00,35.00,0,0,FinanceOfficer,APCCF,RULE-BU-0838,Budget BudgetSanction threshold rule 838
839,94,2016-08-19,,Circle-West,Range,Circle,Land,FireClearance,10.00,1010.00,0,0,LegalOfficer,,RULE-LA-0839,Land FireClearance threshold rule 839
840,19,2015-07-17,,Statewide,Circle,HeadOffice,Wildlife,OffenceCompounding,50.00,550.00,1,1,RO,,RULE-WI-0840,Wildlife OffenceCompounding threshold rule 840
841,59,2016-03-28,,Circle-South,Beat,Division,Wildlife,BudgetSanction,100.00,200.00,1,1,DFO,,RULE-WI-0841,Wildlife BudgetSanction threshold rule 841
842,11,2024-10-01,,Circle-North,Circle,HeadOffice,Budget,FireClearance,25.00,75.00,0,0,FinanceOfficer,PCCF,RULE-BU-0842,Budget FireClearance threshold rule 842
843,42,2016-10-07,2018-10-07,Statewide,Division,Division,Budget,TransportPass,0.00,1000.00,1,0,DFO,RO,RULE-BU-0843,Budget TransportPass threshold rule 843
844,87,2018-07-03,,Statewide,Range,Range,Transport,PermitIssue,50.00,75.00,1,0,APCCF,,RULE-TR-0844,Transport PermitIssue threshold rule 844
845,34,2024-12-26,2028-12-26,Circle-North,Beat,Range,Land,BudgetSanction,100.00,600.00,0,1,DFO,RO,RULE-LA-0845,Land BudgetSanction threshold rule 845
846,87,2023-01-06,,Circle-West,Beat,Beat,Budget,FireClearance,10.00,60.00,1,0,RO,,RULE-BU-0846,Budget FireClearance threshold rule 846
847,96,2021-12-10,,Circle-East,Range,Circle,Transport,BudgetSanction,50.00,100.00,0,1,LegalOfficer,,RULE-TR-0847,Transport BudgetSanction threshold rule 847
848,71,2021-10-05,,Circle-East,Division,Division,Fire,PermitIssue,50.00,550.00,0,0,APCCF,,RULE-FI-0848,Fire PermitIssue threshold rule 848
849,13,2023-12-26,,Circle-East,Division,Division,Budget,PermitIssue,0.00,50.00,1,0,CF,,RULE-BU-0849,Budget PermitIssue threshold rule 849
850,12,2024-06-17,,Statewide,Circle,Circle,Land,PermitIssue,25.00,75.00,1,1,RO,,RULE-LA-0850,Land PermitIssue threshold rule 850
851,32,2024-07-24,,Circle-West,Division,Division,Transport,OffenceCompounding,10.00,510.00,1,0,PCCF,DFO,RULE-TR-0851,Transport OffenceCompounding threshold rule 851
852,49,2025-02-08,,Statewide,Circle,Circle,Budget,OffenceCompounding,500.00,525.00,0,0,RO,RO,RULE-BU-0852,Budget OffenceCompounding threshold rule 852
853,12,2023-03-22,,Circle-South,Range,Circle,Land,TransportPass,10.00,510.00,1,0,DFO,,RULE-LA-0853,Land TransportPass threshold rule 853
854,7,2017-09-27,2019-09-27,Circle-North,Range,Circle,Land,TransportPass,10.00,35.00,1,1,PCCF,,RULE-LA-0854,Land TransportPass threshold rule 854
855,21,2018-10-25,,Circle-South,Circle,HeadOffice,Transport,FireClearance,25.00,75.00,0,0,RO,,RULE-TR-0855,Transport FireClearance threshold rule 855
856,76,2023-02-15,,Circle-East,Range,Circle,Transport,FireClearance,500.00,525.00,1,0,FinanceOfficer,FinanceOfficer,RULE-TR-0856,Transport FireClearance threshold rule 856
857,54,2025-11-21,,Circle-East,Circle,Circle,Budget,TransportPass,10.00,35.00,1,0,APCCF,,RULE-BU-0857,Budget TransportPass threshold rule 857
858,30,2025-02-18,2030-02-18,Circle-North,Beat,Division,Land,PermitIssue,50.00,550.00,0,1,RO,,RULE-LA-0858,Land PermitIssue threshold rule 858
859,35,2021-02-10,,Circle-West,Beat,Range,Transport,OffenceCompounding,10.00,60.00,1,0,DFO,,RULE-TR-0859,Transport OffenceCompounding threshold rule 859
860,49,2017-10-30,2024-10-30,Circle-East,Range,Range,Fire,PermitIssue,0.00,50.00,0,1,CF,DFO,RULE-FI-0860,Fire PermitIssue threshold rule 860
861,47,2025-06-19,2030-06-19,Statewide,Circle,Circle,Timber,LandUseChange,100.00,600.00,0,0,CF,,RULE-TI-0861,Timber LandUseChange threshold rule 861
862,10,2025-10-24,2032-10-24,Statewide,Range,Range,Wildlife,TransportPass,50.00,100.00,1,0,APCCF,,RULE-WI-0862,Wildlife TransportPass threshold rule 862
863,62,2025-07-16,2028-07-16,Circle-North,Division,Division,Budget,TransportPass,50.00,100.00,0,1,APCCF,,RULE-BU-0863,Budget TransportPass threshold rule 863
864,63,2017-10-29,,Circle-West,Beat,Circle,Budget,OffenceCompounding,500.00,1000.00,1,1,LegalOfficer,,RULE-BU-0864,Budget OffenceCompounding threshold rule 864
865,51,2015-09-09,,Circle-North,Circle,HeadOffice,Transport,PermitIssue,0.00,50.00,0,1,DFO,APCCF,RULE-TR-0865,Transport PermitIssue threshold rule 865
866,18,2021-09-22,,Circle-West,Beat,Range,Timber,PermitIssue,100.00,600.00,1,0,CF,,RULE-TI-0866,Timber PermitIssue threshold rule 866
867,78,2020-03-19,2025-03-19,Circle-East,Circle,HeadOffice,Transport,TransportPass,10.00,35.00,0,0,DFO,RO,RULE-TR-0867,Transport TransportPass threshold rule 867
868,46,2019-01-23,2024-01-23,Circle-West,Range,Division,Land,PermitIssue,10.00,1010.00,1,0,RO,,RULE-LA-0868,Land PermitIssue threshold rule 868
869,48,2024-06-21,,Circle-South,Range,Range,Budget,FireClearance,0.00,250.00,0,0,DFO,,RULE-BU-0869,Budget FireClearance threshold rule 869
870,3,2023-03-25,,Circle-South,Circle,HeadOffice,Fire,TransportPass,0.00,5000.00,1,1,FinanceOfficer,,RULE-FI-0870,Fire TransportPass threshold rule 870
871,54,2025-04-02,,Circle-East,Range,Circle,Fire,PermitIssue,100.00,1100.00,1,1,DFO,,RULE-FI-0871,Fire PermitIssue threshold rule 871
872,1,2019-01-19,,Circle-South,Division,Circle,Budget,PermitIssue,50.00,550.00,1,0,FinanceOfficer,FinanceOfficer,RULE-BU-0872,Budget PermitIssue threshold rule 872
873,6,2016-01-14,,Circle-East,Range,Division,Fire,FireClearance,0.00,1000.00,1,0,APCCF,,RULE-FI-0873,Fire FireClearance threshold rule 873
874,46,2015-05-09,,Circle-North,Circle,HeadOffice,Transport,LandUseChange,500.00,1000.00,1,1,LegalOfficer,,RULE-TR-0874,Transport LandUseChange threshold rule 874
875,56,2018-03-12,,Circle-East,Beat,HeadOffice,Wildlife,BudgetSanction,500.00,1500.00,1,0,PCCF,,RULE-WI-0875,Wildlife BudgetSanction threshold rule 875
876,7,2023-05-04,2024-05-04,Circle-West,Circle,HeadOffice,Wildlife,TransportPass,10.00,510.00,1,0,FinanceOfficer,DFO,RULE-WI-0876,Wildlife TransportPass threshold rule 876
877,28,2016-04-04,,Statewide,Circle,HeadOffice,Land,FireClearance,100.00,150.00,1,0,DFO,,RULE-LA-0877,Land FireClearance threshold rule 877
878,23,2022-01-22,2024-01-22,Circle-South,Beat,HeadOffice,Transport,LandUseChange,100.00,200.00,0,0,PCCF,FinanceOfficer,RULE-TR-0878,Transport LandUseChange threshold rule 878
879,28,2020-02-26,,Statewide,Range,Range,Fire,LandUseChange,10.00,35.00,1,0,APCCF,,RULE-FI-0879,Fire LandUseChange threshold rule 879
880,27,2018-05-26,,Circle-East,Beat,Beat,Land,TransportPass,10.00,1010.00,1,0,PCCF,DFO,RULE-LA-0880,Land TransportPass threshold rule 880
881,99,2019-10-25,2023-10-25,Circle-West,Division,HeadOffice,Wildlife,OffenceCompounding,50.00,550.00,1,0,RO,FinanceOfficer,RULE-WI-0881,Wildlife OffenceCompounding threshold rule 881
882,67,2021-07-17,,Circle-South,Beat,HeadOffice,Budget,BudgetSanction,25.00,125.00,0,0,RO,,RULE-BU-0882,Budget BudgetSanction threshold rule 882
883,8,2023-10-21,2027-10-21,Circle-West,Division,Division,Transport,TransportPass,50.00,100.00,1,0,DFO,DFO,RULE-TR-0883,Transport TransportPass threshold rule 883
884,71,2018-12-24,,Circle-North,Range,Division,Budget,LandUseChange,500.00,1500.00,1,0,DFO,,RULE-BU-0884,Budget LandUseChange threshold rule 884
885,35,2021-05-16,,Circle-North,Range,Circle,Timber,FireClearance,500.00,1000.00,1,0,RO,,RULE-TI-0885,Timber FireClearance threshold rule 885
886,32,2017-02-18,,Circle-North,Circle,Circle,Land,OffenceCompounding,50.00,150.00,1,0,RO,,RULE-LA-0886,Land OffenceCompounding threshold rule 886
887,79,2017-02-21,,Circle-East,Beat,HeadOffice,Transport,LandUseChange,50.00,1050.00,0,1,APCCF,,RULE-TR-0887,Transport LandUseChange threshold rule 887
888,55,2016-01-09,,Circle-East,Range,HeadOffice,Timber,TransportPass,50.00,1050.00,0,0,CF,DFO,RULE-TI-0888,Timber TransportPass threshold rule 888
889,96,2019-07-11,2026-07-11,Circle-East,Division,Division,Land,TransportPass,500.00,525.00,0,1,DFO,LegalOfficer,RULE-LA-0889,Land TransportPass threshold rule 889
890,72,2021-07-11,2025-07-11,Circle-West,Circle,Circle,Land,LandUseChange,500.00,1000.00,1,1,PCCF,FinanceOfficer,RULE-LA-0890,Land LandUseChange threshold rule 890
891,45,2019-10-05,,Statewide,Range,Range,Timber,BudgetSanction,0.00,50.00,1,1,LegalOfficer,,RULE-TI-0891,Timber BudgetSanction threshold rule 891
892,46,2018-12-16,,Statewide,Division,Division,Land,OffenceCompounding,100.00,200.00,1,0,FinanceOfficer,CF,RULE-LA-0892,Land OffenceCompounding threshold rule 892
893,15,2016-01-03,2019-01-03,Statewide,Circle,HeadOffice,Budget,LandUseChange,50.00,75.00,1,0,DFO,,RULE-BU-0893,Budget LandUseChange threshold rule 893
894,73,2016-04-02,,Circle-East,Range,Division,Land,BudgetSanction,0.00,1000.00,1,0,LegalOfficer,CF,RULE-LA-0894,Land BudgetSanction threshold rule 894
895,19,2017-11-21,,Circle-North,Circle,HeadOffice,Transport,PermitIssue,500.00,600.00,1,1,PCCF,,RULE-TR-0895,Transport PermitIssue threshold rule 895
896,51,2018-11-23,,Circle-North,Beat,HeadOffice,Land,BudgetSanction,100.00,200.00,0,0,CF,CF,RULE-LA-0896,Land BudgetSanction threshold rule 896
897,24,2025-12-19,,Statewide,Division,HeadOffice,Fire,FireClearance,0.00,1000.00,1,1,DFO,,RULE-FI-0897,Fire FireClearance threshold rule 897
898,32,2017-08-25,,Circle-West,Circle,Circle,Wildlife,TransportPass,0.00,50.00,0,0,PCCF,RO,RULE-WI-0898,Wildlife TransportPass threshold rule 898
899,87,2016-01-08,,Circle-South,Circle,HeadOffice,Fire,PermitIssue,500.00,1000.00,0,0,RO,,RULE-FI-0899,Fire PermitIssue threshold rule 899
900,40,2023-01-25,2028-01-25,Circle-South,Beat,Circle,Budget,FireClearance,0.00,100.00,1,0,RO,CF,RULE-BU-0900,Budget FireClearance threshold rule 900
901,51,2019-09-19,,Circle-South,Division,Division,Land,OffenceCompounding,100.00,125.00,0,1,LegalOfficer,,RULE-LA-0901,Land OffenceCompounding threshold rule 901
902,67,2017-04-21,2018-04-21,Circle-North,Division,Circle,Fire,OffenceCompounding,100.00,1100.00,1,0,RO,RO,RULE-FI-0902,Fire OffenceCompounding threshold rule 902
903,28,2020-08-24,2021-08-24,Circle-North,Division,Circle,Timber,TransportPass,0.00,1000.00,1,0,FinanceOfficer,,RULE-TI-0903,Timber TransportPass threshold rule 903
904,80,2024-10-14,,Circle-North,Range,Circle,Wildlife,TransportPass,50.00,150.00,1,1,APCCF,,RULE-WI-0904,Wildlife TransportPass threshold rule 904
905,65,2022-09-21,,Circle-East,Circle,HeadOffice,Timber,FireClearance,100.00,125.00,1,0,PCCF,,RULE-TI-0905,Timber FireClearance threshold rule 905
906,47,2017-09-02,,Statewide,Beat,Division,Wildlife,OffenceCompounding,25.00,125.00,0,0,APCCF,LegalOfficer,RULE-WI-0906,Wildlife OffenceCompounding threshold rule 906
907,23,2021-12-15,,Circle-West,Range,Range,Fire,LandUseChange,100.00,150.00,1,0,DFO,CF,RULE-FI-0907,Fire LandUseChange threshold rule 907
908,57,2021-04-26,2027-04-26,Circle-North,Beat,Beat,Land,PermitIssue,500.00,525.00,1,0,APCCF,PCCF,RULE-LA-0908,Land PermitIssue threshold rule 908
909,28,2018-01-14,2022-01-14,Circle-East,Range,Division,Fire,LandUseChange,10.00,1010.00,1,1,APCCF,LegalOfficer,RULE-FI-0909,Fire LandUseChange threshold rule 909
910,57,2017-02-24,2024-02-24,Statewide,Range,HeadOffice,Transport,TransportPass,10.00,1010.00,1,1,DFO,,RULE-TR-0910,Transport TransportPass threshold rule 910
911,56,2022-12-11,,Circle-West,Division,Division,Budget,LandUseChange,10.00,1010.00,1,0,FinanceOfficer,CF,RULE-BU-0911,Budget LandUseChange threshold rule 911
912,58,2021-07-29,,Circle-East,Division,Circle,Budget,PermitIssue,10.00,60.00,1,0,FinanceOfficer,,RULE-BU-0912,Budget PermitIssue threshold rule 912
913,29,2015-08-19,,Circle-South,Range,Division,Transport,BudgetSanction,50.00,550.00,1,1,LegalOfficer,CF,RULE-TR-0913,Transport BudgetSanction threshold rule 913
914,32,2022-02-28,,Statewide,Range,Range,Fire,OffenceCompounding,10.00,1010.00,1,0,DFO,,RULE-FI-0914,Fire OffenceCompounding threshold rule 914
915,41,2023-04-09,2026-04-09,Statewide,Beat,Circle,Fire,OffenceCompounding,10.00,1010.00,0,0,PCCF,,RULE-FI-0915,Fire OffenceCompounding threshold rule 915
916,2,2025-03-29,,Circle-East,Circle,HeadOffice,Fire,LandUseChange,100.00,1100.00,1,1,PCCF,LegalOfficer,RULE-FI-0916,Fire LandUseChange threshold rule 916
917,26,2025-03-09,,Circle-North,Circle,Circle,Transport,OffenceCompounding,50.00,150.00,1,0,DFO,FinanceOfficer,RULE-TR-0917,Transport OffenceCompounding threshold rule 917
918,68,2020-12-18,2022-12-18,Circle-West,Range,Range,Transport,LandUseChange,100.00,125.00,0,0,APCCF,,RULE-TR-0918,Transport LandUseChange threshold rule 918
919,2,2017-08-29,2019-08-29,Circle-East,Range,Division,Timber,FireClearance,25.00,50.00,0,0,PCCF,FinanceOfficer,RULE-TI-0919,Timber FireClearance threshold rule 919
920,16,2018-04-04,2020-04-04,Circle-North,Division,Circle,Wildlife,FireClearance,10.00,510.00,1,0,FinanceOfficer,PCCF,RULE-WI-0920,Wildlife FireClearance threshold rule 920
921,6,2020-11-01,2023-11-01,Circle-West,Beat,Range,Timber,LandUseChange,500.00,1000.00,0,1,PCCF,APCCF,RULE-TI-0921,Timber LandUseChange threshold rule 921
922,2,2018-10-10,,Circle-South,Circle,Circle,Transport,FireClearance,500.00,1000.00,1,0,CF,APCCF,RULE-TR-0922,Transport FireClearance threshold rule 922
923,52,2018-07-26,,Circle-West,Beat,Division,Fire,LandUseChange,50.00,150.00,1,1,RO,FinanceOfficer,RULE-FI-0923,Fire LandUseChange threshold rule 923
924,1,2018-05-15,,Circle-South,Beat,HeadOffice,Transport,BudgetSanction,0.00,100.00,1,0,RO,,RULE-TR-0924,Transport BudgetSanction threshold rule 924
925,42,2024-02-17,2027-02-17,Statewide,Circle,HeadOffice,Budget,OffenceCompounding,25.00,75.00,0,0,FinanceOfficer,,RULE-BU-0925,Budget OffenceCompounding threshold rule 925
926,82,2016-05-19,,Statewide,Division,HeadOffice,Wildlife,OffenceCompounding,50.00,550.00,1,0,DFO,,RULE-WI-0926,Wildlife OffenceCompounding threshold rule 926
927,87,2023-12-15,,Circle-East,Division,HeadOffice,Fire,FireClearance,500.00,600.00,1,0,CF,,RULE-FI-0927,Fire FireClearance threshold rule 927
928,33,2024-12-10,,Circle-East,Circle,Circle,Wildlife,FireClearance,500.00,1000.00,1,1,PCCF,,RULE-WI-0928,Wildlife FireClearance threshold rule 928
929,27,2015-08-01,2018-08-01,Circle-East,Division,Circle,Fire,FireClearance,100.00,150.00,1,0,APCCF,PCCF,RULE-FI-0929,Fire FireClearance threshold rule 929
930,17,2020-09-17,,Circle-East,Beat,HeadOffice,Timber,TransportPass,100.00,125.00,0,1,APCCF,,RULE-TI-0930,Timber TransportPass threshold rule 930
931,19,2018-05-30,,Circle-East,Beat,Beat,Fire,LandUseChange,25.00,50.00,1,0,FinanceOfficer,,RULE-FI-0931,Fire LandUseChange threshold rule 931
932,97,2016-11-20,,Circle-East,Division,HeadOffice,Budget,LandUseChange,0.00,5000.00,0,1,RO,PCCF,RULE-BU-0932,Budget LandUseChange threshold rule 932
933,96,2025-11-06,,Circle-West,Beat,HeadOffice,Timber,BudgetSanction,25.00,525.00,1,0,RO,,RULE-TI-0933,Timber BudgetSanction threshold rule 933
934,41,2015-10-11,,Statewide,Beat,HeadOffice,Transport,FireClearance,100.00,125.00,1,0,LegalOfficer,,RULE-TR-0934,Transport FireClearance threshold rule 934
935,19,2025-09-21,,Statewide,Range,HeadOffice,Wildlife,FireClearance,100.00,600.00,1,1,RO,,RULE-WI-0935,Wildlife FireClearance threshold rule 935
936,43,2019-03-19,,Circle-South,Division,Division,Wildlife,FireClearance,10.00,510.00,0,0,RO,APCCF,RULE-WI-0936,Wildlife FireClearance threshold rule 936
937,52,2023-11-14,,Statewide,Circle,Circle,Fire,BudgetSanction,10.00,35.00,1,1,PCCF,APCCF,RULE-FI-0937,Fire BudgetSanction threshold rule 937
938,94,2023-11-16,2026-11-16,Circle-West,Beat,HeadOffice,Timber,PermitIssue,50.00,1050.00,0,0,LegalOfficer,LegalOfficer,RULE-TI-0938,Timber PermitIssue threshold rule 938
939,84,2025-11-18,,Statewide,Division,HeadOffice,Budget,OffenceCompounding,0.00,5000.00,0,0,PCCF,DFO,RULE-BU-0939,Budget OffenceCompounding threshold rule 939
940,82,2023-05-29,2030-05-29,Circle-South,Division,Circle,Fire,PermitIssue,25.00,1025.00,1,1,APCCF,,RULE-FI-0940,Fire PermitIssue threshold rule 940
941,14,2020-03-22,,Circle-North,Beat,Beat,Land,OffenceCompounding,100.00,1100.00,1,1,CF,RO,RULE-LA-0941,Land OffenceCompounding threshold rule 941
942,12,2021-01-08,,Circle-North,Range,Circle,Land,OffenceCompounding,100.00,150.00,1,1,FinanceOfficer,,RULE-LA-0942,Land OffenceCompounding threshold rule 942
943,58,2015-05-30,,Circle-East,Division,Division,Budget,TransportPass,25.00,75.00,1,0,CF,,RULE-BU-0943,Budget TransportPass threshold rule 943
944,29,2023-05-31,2028-05-31,Circle-West,Division,Circle,Wildlife,LandUseChange,500.00,550.00,1,0,APCCF,CF,RULE-WI-0944,Wildlife LandUseChange threshold rule 944
945,16,2022-02-01,,Circle-East,Circle,HeadOffice,Fire,TransportPass,10.00,60.00,1,0,RO,,RULE-FI-0945,Fire TransportPass threshold rule 945
946,32,2020-03-03,2023-03-03,Statewide,Range,Division,Land,BudgetSanction,500.00,525.00,1,0,RO,LegalOfficer,RULE-LA-0946,Land BudgetSanction threshold rule 946
947,57,2024-07-31,,Circle-East,Beat,Range,Fire,BudgetSanction,500.00,600.00,0,0,DFO,LegalOfficer,RULE-FI-0947,Fire BudgetSanction threshold rule 947
948,88,2022-04-07,,Circle-East,Range,HeadOffice,Fire,BudgetSanction,25.00,125.00,1,0,CF,,RULE-FI-0948,Fire BudgetSanction threshold rule 948
949,40,2021-10-28,,Statewide,Range,Circle,Wildlife,LandUseChange,500.00,525.00,1,0,RO,RO,RULE-WI-0949,Wildlife LandUseChange threshold rule 949
950,70,2016-09-06,,Circle-East,Beat,Circle,Fire,FireClearance,100.00,200.00,0,1,LegalOfficer,CF,RULE-FI-0950,Fire FireClearance threshold rule 950
951,1,2021-08-29,,Circle-North,Circle,Circle,Fire,OffenceCompounding,100.00,150.00,0,0,RO,,RULE-FI-0951,Fire OffenceCompounding threshold rule 951
952,15,2025-01-31,,Circle-West,Beat,HeadOffice,Budget,PermitIssue,0.00,50.00,1,0,DFO,APCCF,RULE-BU-0952,Budget PermitIssue threshold rule 952
953,95,2019-12-22,,Circle-West,Range,Range,Land,FireClearance,0.00,250.00,1,1,LegalOfficer,,RULE-LA-0953,Land FireClearance threshold rule 953
954,67,2018-07-31,2019-07-31,Circle-South,Range,Division,Fire,OffenceCompounding,25.00,50.00,1,0,APCCF,FinanceOfficer,RULE-FI-0954,Fire OffenceCompounding threshold rule 954
955,43,2018-05-21,,Circle-East,Range,Range,Transport,LandUseChange,25.00,1025.00,1,0,DFO,,RULE-TR-0955,Transport LandUseChange threshold rule 955
956,70,2023-06-22,,Circle-West,Range,Circle,Fire,LandUseChange,10.00,1010.00,1,1,RO,APCCF,RULE-FI-0956,Fire LandUseChange threshold rule 956
